

//god_town,136,116,5	cashshop	หมวก1	690,21000:350,19002:350,19003:350,19004:350,19005:350,19006:350,19007:350,19008:350,19009:350,19010:350,19011:350,19013:350,19014:350,19015:350,19016:350,19017:350,19018:350,19019:350,19020:350,19021:350,19022:350,19023:350,19024:350,19025:350,19026:350,19027:350,19028:350,19029:350,19030:350,19031:350,19032:350,19033:350,19034:350,19035:350,19037:350,19038:350,19039:350,24924:350,17501:350,17503:350,17504:350,17505:350,17506:350,17507:350,17508:350,17509:350,17511:350,17512:350,17513:350,17514:350,25114:350,25115:350,25116:350,25208:350,25209:350,25211:350,25212:350,25213:350,25215:350,25216:350,25230:350,25231:350,25232:350,25234:350,25235:350,25236:350,25237:350,25238:350,25239:350,25240:350,25241:350,25242:350,25243:350,25246:350,25249:350,25252:350,25256:350,25258:350,25261:350,25264:350,25265:350,25271:350,25273:350,25277:350,25396:350,25398:350,25399:350,25400:350,25401:350,25403:350,25404:350,25405:350,25406:350,25407:350,25408:350,25411:350,25414:350,25415:350,
//god_town,136,113,5	cashshop	หมวก2	690,24830:350,24831:350,24832:350,24833:350,24834:350,24835:350,24836:350,24837:350,24850:350,24851:350,24852:350,24853:350,24854:350,24855:350,24856:350,24857:350,24858:350,24859:350,24860:350,24862:350,24863:350,24864:350,24865:350,24866:350,24867:350,24868:350,24869:350,24870:350,24871:350,24872:350,24873:350,24874:350,24875:350,24876:350,24877:350,24878:350,24879:350,24880:350,24881:350,24882:350,24883:350,24884:350,24885:350,24886:350,24887:350,24888:350,24889:350,24890:350,24891:350,24892:350,24893:350,24894:350,24895:350,25383:350,25384:350,25385:350,25386:350,25387:350,25388:350,25389:350,25390:350,25391:350,25392:350,25427:350,25428:350,25452:350,25453:350,25454:350,25456:350,25457:350,25458:350,25459:350,25460:350,25461:350,25462:350,25463:350,25464:350,25465:350,25466:350,25467:350,25468:350,25469:350,25470:350,
//god_town,136,110,5	cashshop	หมวก3	690,24896:350,24897:350,24898:350,24899:350,24900:350,24901:350,24902:350,24903:350,24904:350,24916:350,24917:350,24919:350,24920:350,24921:350,24922:350,24923:350,24925:350,24926:350,24927:350,24928:350,24929:350,24930:350,24931:350,24932:350,24941:350,24942:350,24943:350,24944:350,24945:350,24946:350,24947:350,24948:350,24949:350,24950:350,24951:350,24952:350,24953:350,24954:350,24955:350,24956:350,24957:350,24958:350,24959:350,25150:350,25151:350,25152:350,25153:350,25154:350,25155:350,25156:350,25157:350,25158:350,25159:350,25160:350,25161:350,25162:350,25163:350,25164:350,25165:350,25166:350,25167:350,25168:350,25169:350,25170:350,25171:350,25172:350,25173:350,25174:350,25175:350,25176:350,25177:350,25178:350,25179:350,25180:350,25181:350,25182:350,25183:350,25184:350,25185:350,25186:350,25187:350,25188:350,25189:350,25190:350,25191:350,
//god_town,136,107,5	cashshop	หมวก4	690,25551:350,25552:350,25553:350,25554:350,25555:350,25556:350,25557:350,25558:350,25559:350,25560:350,25561:350,25562:350,25563:350,25564:350,25565:350,25566:350,25567:350,25568:350,25569:350,25570:350,25571:350,25572:350,25573:350,25574:350,25575:350,25576:350,25577:350,25578:350,25579:350,25580:350,25581:350,25582:350,25583:350,25584:350,25585:350,25586:350,25587:350,25588:350,25589:350,25591:350,25592:350,25594:350,25595:350,25596:350,25599:350,25611:350,25612:350,25613:350,25614:350,25615:350,25663:350,25711:350,25712:350,
//god_town,134,107,5	cashshop	หมวก5	690,27100:350,27101:350,27102:350,27103:350,27104:350,27105:350,27106:350,27107:350,27108:350,27109:350,27110:350,27111:350,27112:350,27113:350,27114:350,27115:350,27116:350,27117:350,27118:350,27119:350,27120:350,27121:350,27122:350,27123:350,27124:350,27125:350,27126:350,27127:350,27128:350,27129:350,27170:350,27171:350,27172:350,27173:350,27174:350,27175:350,27176:350,27177:350,27178:350,27179:350,27180:350,27181:350,27182:350,27183:350,27184:350,27185:350,27186:350,27187:350,27188:350,27189:350,

//god_town,134,116,5	cashshop	ส่วนหู1	690,19012:500,19040:500,24905:500,24906:500,24907:500,24908:500,24909:500,24910:500,24911:500,24912:500,24914:500,24915:500,17502:500,17510:500,24960:500,24961:500,24962:500,24963:500,24964:500,24965:500,24966:500,24967:500,24968:500,24969:500,24970:500,24971:500,25200:500,25201:500,25202:500,25203:500,25204:500,25205:500,25276:500,25278:500,25283:500,25285:500,25286:500,25293:500,25294:500,25295:500,25296:500,25297:500,25298:500,25299:500,25300:500,25301:500,25302:500,25303:500,25306:500,25329:500,25334:500,25335:500,25336:500,25337:500,25338:500,25339:500,25590:500,25621:500,25622:500,25625:500,25627:500,25628:500,25631:500,
//god_town,134,113,5	cashshop	ส่วนหู2	690,25340:500,25341:500,25342:500,25343:500,25344:500,25350:500,25351:500,25352:500,25353:500,25354:500,25355:500,25356:500,25357:500,25358:500,25359:500,25362:500,25363:500,25364:500,25365:500,25366:500,25367:500,25368:500,25369:500,25370:500,25371:500,25372:500,25373:500,25374:500,25375:500,25376:500,25377:500,25378:500,25379:500,25380:500,25381:500,25382:500,25471:500,25472:500,25473:500,25474:500,25475:500,25476:500,25477:500,25478:500,25479:500,27031:500,27032:500,27033:500,27034:500,27035:500,27036:500,27037:500,27038:500,27039:500,27040:500,27041:500,27042:500,27043:500,27044:500,
//god_town,134,110,5	cashshop	ส่วนหู3	690,25593:500,25597:500,25598:500,25600:500,25601:500,25602:500,25606:500,25607:500,25608:500,25609:500,25616:500,25618:500,25620:500,25645:500,25647:500,25664:500,25677:500,25678:500,25679:500,25680:500,25681:500,25682:500,25683:500,25720:500,27130:500,27131:500,27132:500,27133:500,27134:500,27135:500,27136:500,27137:500,27138:500,27139:500,27140:500,27141:500,27142:500,27143:500,27144:500,27145:500,27146:500,27147:500,27148:500,27149:500,27150:500,27151:500,27152:500,27153:500,27155:500,27156:500,27157:500,27158:500,27159:500,27160:500,27161:500,27162:500,27163:500,27164:500,27165:500,27166:500,27167:500,27168:500,27169:500,

//god_town,132,116,5	cashshop	ส่วนปาก1	690,19036:500,19041:500,19042:500,19043:500,19044:500,19045:500,19046:500,19047:500,19048:500,19049:500,19050:500,19051:500,19052:500,19053:500,19056:500,19057:500,19058:500,19059:500,19060:500,19061:500,19062:500,19063:500,19064:500,19066:500,19067:500,19068:500,19069:500,19070:500,19071:500,19072:500,19073:500,19074:500,19075:500,19077:500,19078:500,19079:500,19080:500,19081:500,19082:500,19083:500,19084:500,19085:500,19086:500,19087:500,19143:500,19144:500,19145:500,19146:500,19147:500,19148:500,19149:500,19150:500,25431:500,25432:500,25433:500,25434:500,25435:500,25436:500,25437:500,25438:500,25439:500,25440:500,25441:500,25442:500,
//god_town,132,113,5	cashshop	ส่วนปาก2	690,19088:500,19089:500,19090:500,19091:500,19092:500,19093:500,19094:500,19095:500,19096:500,19097:500,19098:500,19099:500,19101:500,19102:500,19103:500,19104:500,19105:500,19106:500,19107:500,19108:500,19109:500,19110:500,19111:500,19112:500,19113:500,19114:500,19115:500,19116:500,19117:500,19118:500,19119:500,19120:500,19121:500,19122:500,19123:500,19124:500,19125:500,19126:500,19127:500,19128:500,19129:500,19130:500,19131:500,19132:500,19133:500,19134:500,19135:500,19136:500,19137:500,19138:500,19139:500,19140:500,19141:500,19142:500,25325:500,25321:500,25308:500,25314:500,25317:500,25312:500,25309:500,25319:500,25323:500,
//god_town,132,110,5	cashshop	ส่วนปาก3	690,24840:500,24841:500,24842:500,24843:500,24844:500,24845:500,24846:500,24933:500,24934:500,24935:500,24936:500,24938:500,24939:500,24940:500,17515:500,25117:500,25118:500,25119:500,25120:500,25121:500,25122:500,25123:500,25124:500,25125:500,25126:500,25127:500,25128:500,25129:500,25130:500,25131:500,25132:500,25133:500,25210:500,25214:500,25217:500,25247:500,25251:500,25257:500,25262:500,25263:500,25266:500,25267:500,25268:500,25269:500,25270:500,25272:500,25275:500,25281:500,25282:500,25284:500,25289:500,25290:500,25291:500,25292:500,25443:500,25444:500,25445:500,25446:500,25447:500,25448:500,25449:500,25450:500,25451:500,
//god_town,132,107,5	cashshop	ส่วนปาก4	690,25547:500,25548:500,25549:500,25550:500,25603:500,25604:500,25605:500,25610:500,25617:500,25619:500,25633:500,25634:500,25635:500,25636:500,25637:500,25638:500,25639:500,25640:500,25641:500,25642:500,25643:500,25644:500,25646:500,25648:500,25649:500,25651:500,25652:500,25653:500,25654:500,25655:500,25656:500,25657:500,25658:500,25659:500,25660:500,25661:500,25662:500,25665:500,25666:500,25667:500,25668:500,25669:500,25670:500,25671:500,25672:500,25673:500,25674:500,25675:500,25676:500,25707:500,25747:500,27190:500,27191:500,27192:500,27193:500,27194:500,27195:500,27196:500,27197:500,27198:500,27199:500,27200:500,27201:500,27202:500,27203:500,27204:500,27205:500,27207:500,27208:500,27209:500,


//god_town,130,116,5	cashshop	อื่นๆ	690,12211:1,14515:2,7227:1,12221:5,20050:1,20051:5,20052:10,20053:100,20054:1000,6226:30,27062:30,7620:30,7619:30
//god_town,130,113,5	cashshop	เครื่องป้องกัน	690,2678:199,2679:199,2630:299,2629:299,31704:299,31705:299,31706:299,31707:299,31708:299,25500:350,25501:500,25502:500,25503:250,25504:250,25505:250,25506:250,25507:250,25508:250,27056:350,27057:500,27055:500,27051:250,27054:250,27053:250,27052:250,27058:250,27059:250,2357:150,2421:150,2524:150,2115:150,
//god_town,130,110,5	cashshop	การ์ดบอส	690,4145:149,4399:350,4054:100,4121:150,4123:100,4132:100,4134:100,4135:100,4137:100,4142:100,4143:100,4144:100,4146:200,4147:100,4148:100,4168:100,4276:150,4305:250,4318:100,4324:100,4330:100,4361:250,4386:100,4403:250,4174:199,4359:299,4357:500,4363:500,4367:500,4441:500,4407:250,4169:100,4241:100,4236:120,4342:100,4376:100,4352:100,4374:100,4408:100,4419:100,4425:100,4430:250,4365:250,4427:150,4198:150,4263:150,4302:250,4131:100,
//god_town,130,107,5	cashshop	อาวุธ	690,1530:149,13017:200,1237:250,31636:350,31628:350,31703:350,31634:350,31601:350,31629:350,31630:350,31606:350,31640:350,31639:350,31611:350,31701:350,31702:350,


c5,122,109,5	cashshop	หมวก1	690,21000:350,19002:350,19003:350,19004:350,19005:350,19006:350,19007:350,19008:350,19009:350,19010:350,19011:350,19013:350,19014:350,19015:350,19016:350,19017:350,19018:350,19019:350,19020:350,19021:350,19022:350,19023:350,19024:350,19026:350,19027:350,19028:350,19029:350,19030:350,19031:350,19032:350,19033:350,19034:350,19035:350,19037:350,19038:350,19039:350,24924:350,17501:350,17503:350,17504:350,17505:350,17506:350,17507:350,17508:350,17509:350,17511:350,17512:350,17513:350,17514:350,25114:350,25115:350,25116:350,25208:350,25209:350,25211:350,25212:350,25213:350,25215:350,25216:350,25230:350,25231:350,25232:350,25234:350,25235:350,25236:350,25237:350,25238:350,25239:350,25240:350,25241:350,25242:350,25243:350,25246:350,25249:350,25252:350,25256:350,25258:350,25261:350,25264:350,25265:350,25271:350,25273:350,25277:350,25396:350,25398:350,25399:350,25400:350,25401:350,25403:350,25404:350,25405:350,25406:350,25407:350,25408:350,25411:350,25414:350,25415:350,
c5,124,109,5	cashshop	หมวก2	690,24830:350,24831:350,24832:350,24833:350,24834:350,24835:350,24836:350,24837:350,24850:350,24851:350,24852:350,24853:350,24854:350,24855:350,24856:350,24857:350,24858:350,24859:350,24860:350,24862:350,24863:350,24864:350,24865:350,24866:350,24867:350,24868:350,24869:350,24870:350,24871:350,24872:350,24873:350,24874:350,24875:350,24876:350,24877:350,24878:350,24879:350,24880:350,24881:350,24882:350,24883:350,24884:350,24885:350,24886:350,24887:350,24888:350,24889:350,24890:350,24891:350,24892:350,24893:350,24894:350,24895:350,25383:350,25384:350,25385:350,25386:350,25387:350,25388:350,25389:350,25390:350,25391:350,25392:350,25427:350,25428:350,25452:350,25453:350,25454:350,25456:350,25457:350,25458:350,25459:350,25460:350,25461:350,25462:350,25463:350,25464:350,25465:350,25466:350,25467:350,25468:350,25469:350,25470:350,
c5,126,109,5	cashshop	หมวก3	690,24896:350,24897:350,24898:350,24899:350,24900:350,24901:350,24902:350,24903:350,24904:350,24916:350,24917:350,24919:350,24920:350,24921:350,24922:350,24923:350,24925:350,24926:350,24927:350,24928:350,24929:350,24930:350,24931:350,24932:350,24941:350,24942:350,24943:350,24944:350,24945:350,24946:350,24947:350,24948:350,24949:350,24950:350,24951:350,24952:350,24953:350,24954:350,24955:350,24956:350,24957:350,24958:350,24959:350,25150:350,25151:350,25152:350,25153:350,25154:350,25155:350,25156:350,25157:350,25158:350,25159:350,25160:350,25161:350,25162:350,25163:350,25164:350,25165:350,25166:350,25167:350,25168:350,25169:350,25170:350,25171:350,25172:350,25173:350,25174:350,25175:350,25176:350,25177:350,25178:350,25179:350,25180:350,25181:350,25182:350,25183:350,25184:350,25185:350,25186:350,25187:350,25188:350,25189:350,25190:350,25191:350,
c5,128,109,5	cashshop	หมวก4	690,25551:350,25552:350,25553:350,25554:350,25555:350,25556:350,25557:350,25558:350,25559:350,25560:350,25561:350,25562:350,25563:350,25564:350,25565:350,25566:350,25567:350,25568:350,25569:350,25570:350,25571:350,25572:350,25573:350,25574:350,25575:350,25576:350,25577:350,25578:350,25579:350,25580:350,25581:350,25582:350,25583:350,25584:350,25585:350,25586:350,25587:350,25588:350,25589:350,25591:350,25592:350,25594:350,25595:350,25596:350,25599:350,25611:350,25612:350,25613:350,25614:350,25615:350,25663:350,25711:350,25712:350,
c5,130,109,5	cashshop	หมวก5	690,27100:350,27101:350,27102:350,27103:350,27104:350,27105:350,27106:350,27107:350,27108:350,27109:350,27110:350,27111:350,27112:350,27113:350,27114:350,27115:350,27116:350,27117:350,27118:350,27119:350,27120:350,27121:350,27122:350,27123:350,27124:350,27125:350,27126:350,27127:350,27128:350,27129:350,27170:350,27171:350,27173:350,27174:350,27175:350,27176:350,27177:350,27178:350,27179:350,27180:350,27181:350,27182:350,27183:350,27184:350,27185:350,27186:350,27187:350,27188:350,27189:350,

c5,122,105,5	cashshop	ส่วนหู1	690,19012:500,19040:500,24905:500,24906:500,24907:500,24908:500,24909:500,24910:500,24911:500,24912:500,24915:500,17502:500,17510:500,24960:500,24961:500,24962:500,24963:500,24964:500,24965:500,24966:500,24967:500,24968:500,24969:500,24970:500,24971:500,25200:500,25201:500,25202:500,25203:500,25204:500,25205:500,25276:500,25278:500,25283:500,25285:500,25286:500,25293:500,25294:500,25295:500,25296:500,25297:500,25298:500,25299:500,25300:500,25301:500,25302:500,25303:500,25306:500,25329:500,25334:500,25335:500,25336:500,25337:500,25338:500,25339:500,25590:500,25621:500,25622:500,25625:500,25627:500,25628:500,25631:500,
c5,124,105,5	cashshop	ส่วนหู2	690,25340:500,25341:500,25342:500,25343:500,25344:500,25350:500,25351:500,25352:500,25353:500,25354:500,25355:500,25356:500,25357:500,25358:500,25359:500,25362:500,25363:500,25364:500,25365:500,25366:500,25367:500,25368:500,25369:500,25370:500,25371:500,25372:500,25373:500,25374:500,25375:500,25376:500,25377:500,25378:500,25379:500,25380:500,25381:500,25382:500,25471:500,25472:500,25473:500,25474:500,25475:500,25476:500,25477:500,25478:500,25479:500,27031:500,27032:500,27033:500,27034:500,27035:500,27036:500,27037:500,27038:500,27039:500,27040:500,27041:500,27042:500,27043:500,27044:500,
c5,126,105,5	cashshop	ส่วนหู3	690,25593:500,25597:500,25598:500,25600:500,25601:500,25602:500,25606:500,25607:500,25608:500,25609:500,25616:500,25618:500,25620:500,25645:500,25647:500,25664:500,25677:500,25678:500,25679:500,25680:500,25681:500,25682:500,25683:500,25720:500,27130:500,27131:500,27132:500,27133:500,27134:500,27135:500,27136:500,27137:500,27138:500,27139:500,27140:500,27141:500,27142:500,27143:500,27144:500,27145:500,27146:500,27147:500,27148:500,27149:500,27150:500,27151:500,27152:500,27153:500,27155:500,27156:500,27157:500,27158:500,27159:500,27160:500,27161:500,27162:500,27163:500,27164:500,27165:500,27166:500,27167:500,27168:500,27169:500,

c5,122,107,5	cashshop	ส่วนปาก1	690,19036:500,19041:500,19042:500,19043:500,19044:500,19045:500,19046:500,19047:500,19048:500,19049:500,19050:500,19051:500,19052:500,19053:500,19056:500,19057:500,19058:500,19059:500,19060:500,19061:500,19062:500,19063:500,19064:500,19066:500,19067:500,19068:500,19069:500,19070:500,19071:500,19072:500,19073:500,19074:500,19075:500,19077:500,19078:500,19079:500,19080:500,19081:500,19082:500,19083:500,19084:500,19085:500,19086:500,19087:500,19143:500,19144:500,19145:500,19146:500,19147:500,19148:500,19149:500,19150:500,25431:500,25432:500,25433:500,25434:500,25435:500,25436:500,25437:500,25438:500,25439:500,25440:500,25441:500,25442:500,
c5,124,107,5	cashshop	ส่วนปาก2	690,19088:500,19089:500,19090:500,19091:500,19092:500,19093:500,19094:500,19095:500,19096:500,19097:500,19098:500,19099:500,19101:500,19102:500,19103:500,19104:500,19105:500,19106:500,19107:500,19108:500,19109:500,19110:500,19111:500,19112:500,19113:500,19114:500,19115:500,19116:500,19117:500,19118:500,19119:500,19120:500,19121:500,19122:500,19123:500,19124:500,19125:500,19126:500,19127:500,19128:500,19129:500,19130:500,19131:500,19132:500,19133:500,19134:500,19135:500,19136:500,19137:500,19138:500,19139:500,19140:500,19141:500,19142:500,25325:500,25321:500,25308:500,25314:500,25317:500,25312:500,25309:500,25319:500,25323:500,
c5,126,107,5	cashshop	ส่วนปาก3	690,24840:500,24841:500,24842:500,24843:500,24844:500,24845:500,24846:500,24933:500,24934:500,24935:500,24936:500,24938:500,24939:500,24940:500,17515:500,25117:500,25118:500,25119:500,25120:500,25121:500,25122:500,25123:500,25124:500,25125:500,25126:500,25127:500,25128:500,25129:500,25130:500,25131:500,25132:500,25133:500,25210:500,25214:500,25217:500,25247:500,25251:500,25257:500,25262:500,25263:500,25266:500,25267:500,25268:500,25269:500,25270:500,25272:500,25275:500,25281:500,25282:500,25284:500,25289:500,25290:500,25291:500,25292:500,25443:500,25444:500,25445:500,25446:500,25447:500,25448:500,25449:500,25450:500,25451:500,
c5,128,107,5	cashshop	ส่วนปาก4	690,25547:500,25548:500,25549:500,25550:500,25603:500,25604:500,25605:500,25610:500,25617:500,25619:500,25633:500,25634:500,25635:500,25636:500,25637:500,25638:500,25639:500,25640:500,25641:500,25642:500,25643:500,25644:500,25646:500,25648:500,25649:500,25651:500,25652:500,25653:500,25654:500,25655:500,25656:500,25657:500,25658:500,25659:500,25660:500,25661:500,25662:500,25665:500,25666:500,25667:500,25668:500,25669:500,25670:500,25671:500,25672:500,25673:500,25674:500,25675:500,25676:500,25707:500,25747:500,27190:500,27191:500,27192:500,27193:500,27194:500,27195:500,27196:500,27197:500,27198:500,27199:500,27200:500,27201:500,27202:500,27203:500,27204:500,27205:500,27207:500,27208:500,27209:500,


c5,122,103,5	cashshop	อื่นๆ	690,6003:120,13548:20,13549:20,13550:20,13551:20,13552:20,12211:1,12218:4,25145:4,7227:15,12221:20,6226:50,27062:30,7620:30,7619:30,25693:20
c5,124,103,5	cashshop	เครื่องป้องกัน	690,31705:1500,31706:1500,31707:1500,31708:1500,2630:1500,2629:1500,2678:800,2679:800,27056:550,27057:350,27055:350,27051:350,27054:350,27053:350,27052:350,27058:350,27059:350,24825:150,24826:150,24827:150,24828:150,
//god_town,193,114,5	cashshop	การ์ดบอส	690,4145:149,4399:350,4054:100,4121:150,4123:100,4132:100,4134:100,4135:100,4137:100,4142:100,4143:100,4144:100,4146:200,4147:100,4148:100,4168:100,4276:150,4305:250,4318:100,4324:100,4330:100,4361:250,4386:100,4403:250,4174:199,4359:299,4357:500,4363:500,4367:500,4441:500,4407:250,4169:100,4241:100,4236:120,4342:100,4376:100,4352:100,4374:100,4408:100,4419:100,4425:100,4430:250,4365:250,4427:150,4198:150,4263:150,4302:250,4131:100,
c5,122,101,5	cashshop	อาวุธ	690,31628:1200,31636:1200,31639:1200,31634:1200,31601:1200,31629:1200,31606:1200,31640:1200,31611:1200,31701:1200,31702:1200,1530:1200,31703:1200,27079:1200,27080:1200,





